Step,PercentReduction,KLdivergence_Cumulative,KLdivergence_Current
0,0.0,1.5072728989596758,1.5072728989596758
1,0.08835958754240059,11.201474325373756,11.201474325373756
2,0.15064541499663955,13.135575716696541,13.16897694127196
3,0.18798682451035453,13.93544611255118,14.00843946508407
4,0.21424121148468195,14.365096151405575,14.45912734898496
5,0.2342734702128874,14.636167445176463,14.694043225575196
6,0.25277694455863836,14.813839251470805,14.798839158412397
7,0.2690706730760542,14.9431363529814,14.998770475279944
8,0.28229404073988196,15.046278089944199,15.131372582836594
9,0.29648336670200337,15.117376725773159,15.118671917054062
10,0.31065179964315437,15.163543184976753,15.07715433496946
11,0.3243643913892622,15.203477597077965,15.142134350834548
12,0.33640738631798256,15.237223817392355,15.191400190128357
13,0.3496377225780974,15.251643858425059,15.07928098671126
14,0.3650952111245442,15.252152651218708,14.96875463548228
15,0.3792769929428421,15.25633777297475,15.049003953658499
16,0.38909489326597035,15.261062030485101,15.142794182206405
17,0.3973946633834258,15.258448559319696,15.113164925614214
18,0.4039079813896022,15.25081010552414,15.050598108308607
19,0.41031865008257556,15.241178646237032,15.007084789413561
20,0.42023315687198465,15.227972169813292,14.99970911438353
21,0.432528671806232,15.214425307793793,15.022582394056384
22,0.4425110318626404,15.202846717896154,15.073070406433624
23,0.4507153496660119,15.19271492741742,15.136888655284094
24,0.45824958268608623,15.190049192447013,15.286924661517507
25,0.4644120088927122,15.19131179117633,15.35531497224944
26,0.469174916233414,15.197591129112206,15.453337031188616
27,0.4728289318460671,15.207862761389036,15.577723433777555
28,0.47748401480670455,15.211463557424537,15.488428686750698
29,0.4823408604860492,15.212793386668128,15.468715941844414
30,0.48623586438505007,15.218397355447443,15.557363877266965
31,0.4908657467737161,15.222727030475546,15.572451047090476
32,0.4955389422590671,15.222908575718733,15.54598661777063
33,0.4979412304202813,15.222237105791631,15.57251535993823
34,0.5012540469350444,15.222279507648677,15.593943603209112
35,0.5047631111931726,15.221697194757201,15.600427995580795
36,0.5075040986956145,15.21893726140832,15.551662602171374
37,0.5110725164923717,15.215006708356587,15.507606598214442
38,0.514241787008013,15.212443469695687,15.510080809133363
39,0.5185181672301279,15.208927320992863,15.47336553648121
40,0.5235580156967717,15.201793065049813,15.38995392114254
41,0.5299114860115556,15.194448101654196,15.390513410691229
42,0.5372399157026259,15.188160951809973,15.420379095497706
43,0.5438433115363123,15.181844242660851,15.439941463780661
44,0.5484228831768814,15.176967807078048,15.5126772747872
45,0.5527888403232095,15.172479324701417,15.542558296649808
46,0.5562024052242168,15.169644134347733,15.628666461820362
47,0.5581653250022145,15.169372797612018,15.737006579505268
48,0.5586751176352329,15.16943530726696,15.732437955308507
49,0.5590173658142197,15.16987337052354,15.718106170568639
50,0.5595821833151283,15.169234974416588,15.654215640432067
51,0.5591683245102109,15.16758539709094,15.622527671766884
52,0.5599389574567767,15.165192326326224,15.608524685178006
53,0.5624574639779523,15.160791940329224,15.521015360255394
54,0.5653008211637907,15.156296474542772,15.49551585248147
55,0.5671130681724939,15.15049688392629,15.481020228204065
56,0.5696153699156291,15.144374338236238,15.49333413712839
57,0.5740580739515436,15.138417106807792,15.491713842922167
58,0.580613748617697,15.131264350891485,15.457726459241428
59,0.5863391382848754,15.124010767314342,15.431948193920665
60,0.5930032895341227,15.11736527562732,15.435445267672293
61,0.6040345365805414,15.108914045423603,15.346691093776343
62,0.6149211472383391,15.100393030946428,15.345887977788323
63,0.620658999559379,15.096066218337684,15.532739698454247
64,0.6237846233534122,15.094696167667397,15.685913936361494
65,0.6268946633585369,15.092689695605829,15.674351663923416
66,0.629991384632235,15.090378576889751,15.666506805461694
67,0.6320030097721338,15.08947999487632,15.730624974518781
68,0.6340558814464246,15.08891757929177,15.733788077889173
69,0.6358096454651695,15.088286636263335,15.69963486718357
70,0.6368613098883911,15.088418769951996,15.710833919178619
71,0.6376700529435604,15.089645349003096,15.716117442137502
72,0.6383026486604451,15.091306647251962,15.712192785020152
73,0.6389319475113853,15.092748840197952,15.706094471391697
74,0.6399207373519121,15.093323985698074,15.677899993840942
75,0.6412729761773145,15.092861849542091,15.666037242171672
76,0.6425896230813325,15.092025526478263,15.680490074670528
77,0.6435323909067632,15.091471973424635,15.717337588273775
78,0.6443399103251454,15.09136183947779,15.723690490885119
79,0.6456522992335366,15.090761923700503,15.696984624467664
80,0.6473681763118391,15.089778279437564,15.670818718684254
81,0.649532917232668,15.088668768347205,15.63179550196701
82,0.6526670935409297,15.087239041998444,15.589108657978658
83,0.6571485106088759,15.085272721390169,15.550858849797175
84,0.6625897545842634,15.08359943345935,15.54607871428713
85,0.6676799526567584,15.081990648930391,15.551798857258502
86,0.6728727031869112,15.079995332435242,15.55717317843509
87,0.6785131445546401,15.078046789718632,15.57067221293498
88,0.6872696536942616,15.075106143786837,15.521860549940879
89,0.6978523392762604,15.071569332496258,15.484532171154736
90,0.7052535998477488,15.06823309681129,15.51309110436301
91,0.7120754926293775,15.06416994234107,15.49467581002611
92,0.7183475306937226,15.060195344793428,15.50873701228643
93,0.7238921216223463,15.056920097644896,15.553160407778552
94,0.7286583249842793,15.053617729915382,15.561779372821965
95,0.7323912962139445,15.050858774054475,15.589844556538422
96,0.7366949000242484,15.047965694228727,15.561960258402197
97,0.7406084667327429,15.044347885530344,15.516412422359085
98,0.743330139678834,15.040161281514209,15.472918139117926
99,0.7485720115956886,15.035340640883126,15.47954271055715
100,0.7543000021537928,15.029882940790603,15.486069900902875
101,0.7590767090834684,15.024540617167045,15.517760654067507
102,0.7633167301068485,15.01926279245297,15.53836453457576
103,0.7676053755945181,15.014444042205001,15.548644068418549
104,0.7714022287241982,15.00989606160906,15.561522712624921
105,0.7735337024449885,15.006198315617496,15.599413420401676
106,0.7749434744823683,15.003628334008841,15.63728839243706
107,0.778191391278951,15.000786781794696,15.607009077896851
108,0.7826405774327345,14.997736803648152,15.583671209179762
109,0.7853531050355753,14.994875379516667,15.61986068107099
110,0.7880294238958458,14.991946893470429,15.611308999987271
111,0.7899602567279911,14.989096436291545,15.60179723596227
112,0.7917162472692141,14.986748284360706,15.629873769414937
113,0.7943872746821585,14.984121038936792,15.615563763163294
114,0.7965633225819129,14.981343969866394,15.61586349041572
115,0.7986066193539185,14.978662307728102,15.628512647667362
116,0.8021657494641071,14.975236100781736,15.586243931959176
117,0.8048749528041833,14.971855304952978,15.605932324758367
118,0.8074520850090604,14.96842205518979,15.603868014483131
119,0.8097651210145208,14.965478004348206,15.614182496198175
120,0.8110271757707224,14.96332124030255,15.66417929651311
121,0.8117880844281364,14.961286670983954,15.696502196722086
122,0.8123424742742617,14.959461265242709,15.715897120946673
123,0.8131206872538325,14.957590842173804,15.709708903276331
124,0.8144272070937538,14.95568345951164,15.696553813951493
125,0.8170998162862162,14.952863034534872,15.6375618524559
126,0.8199563439136361,14.94953589723954,15.643550130455022
127,0.8222099359293464,14.946541655003514,15.681563783573857
128,0.8257871747907262,14.942929374263521,15.631452975423851
129,0.8315104434129041,14.937959799264979,15.524690388337625
130,0.8404664384761208,14.931956847477423,15.426843954884621
131,0.8520417983812981,14.925623531311311,15.36937663607603
132,0.8629554874193699,14.91947692347173,15.400189801240717
133,0.873431629749136,14.913575083455653,15.414722834237331
134,0.8855060858391651,14.907652138762373,15.399750315222162
135,0.8995167414295523,14.901212910864153,15.351169591599126
136,0.9142974792717147,14.894203471656066,15.318590009080998
137,0.9285628786385475,14.887221730319979,15.319257418079719
138,0.9399300816061686,14.880937021176042,15.391276435148354
139,0.9480392744721412,14.875305733054821,15.465434643784093
140,0.9568948817616848,14.869409582167965,15.445858822168125
141,0.9677636101126705,14.862887764900966,15.38419909824947
142,0.9751271830344619,14.856408289824147,15.418989974219478
143,0.9788874899441897,14.851450414043729,15.571643430043316
144,0.9818515064197816,14.847866150718117,15.673450400711351
145,0.9847442662691565,14.844515755036882,15.679656015308225
146,0.9872793767994757,14.841040569904994,15.680261240785995
147,0.9908415816444425,14.837165192848783,15.644651307049486
148,0.9986592552432539,14.832223668570194,15.505153178430664
149,1.0139883085344417,14.825985426717281,15.361942104286296
150,1.0337236105091354,14.818723637052774,15.275778504793873
151,1.0501283675306334,14.811355004846884,15.27595657781561
152,1.0635451936188498,14.804170129082785,15.317687281554715
153,1.0714153441217618,14.798517055409683,15.482613196950929
154,1.0765112905444278,14.793672150028362,15.551014035238861
155,1.083564501326248,14.788211476825953,15.48709974774633
156,1.0930514341900555,14.78215686249415,15.426678188632087
157,1.1032689502173674,14.776206887852867,15.418525567980078
158,1.112885030477254,14.770832443597106,15.468082316459352
159,1.1201402799927385,14.76599107396711,15.539226333961212
160,1.126703358881878,14.761085308576227,15.527165110729683
161,1.137104032137933,14.755286323245798,15.402100706482404
162,1.1468189330546597,14.749683121045598,15.418099217584782
163,1.153918552469485,14.744630548474086,15.486409671310021
164,1.1606880759177458,14.739728434708507,15.488317042570504
165,1.1653672111630768,14.735102254283028,15.528824578454401
166,1.1693594718952793,14.730485339849935,15.533107612061496
167,1.1729238325832907,14.7260082462832,15.559367023177119
168,1.1765553810020106,14.721855982184499,15.568896851605796
169,1.1814329010176348,14.717651303332618,15.546696242415315
170,1.1847354879576855,14.713997736756825,15.609741874909236
171,1.187630264595316,14.710472078864491,15.626752412964635
172,1.190473253567851,14.707116958773293,15.64312339513387
173,1.1919199157806692,14.70452325757162,15.698321589315366
174,1.193518179393055,14.701983617362353,15.697504232711175
175,1.198239344699371,14.698285976390828,15.59486667739116
176,1.206344346100864,14.693418283173203,15.492059121857666
177,1.211575084407409,14.689216457601017,15.563813883005027
178,1.2154453400348424,14.685892036702414,15.638046682292817
179,1.2187894133352333,14.68322729695648,15.661781765926335
180,1.2221814777170759,14.680868284906186,15.668309621123555
181,1.228425914580069,14.67819556541853,15.613783651262194
182,1.2337561115601252,14.67576779869433,15.628957678344168
183,1.2393935999035461,14.673094157308512,15.60640694594138
184,1.2477219090423173,14.66992019201978,15.546656975338777
185,1.2533415052736374,14.667152365056907,15.60298917982918
186,1.2582054242847418,14.664348589873505,15.604820759556542
187,1.26333685631794,14.66143047389697,15.57867467276743
188,1.268061831741543,14.658366182446464,15.598458887556163
189,1.2712954473822577,14.654999802743482,15.602229399134869
190,1.2740799659333284,14.651628637595524,15.586866763700913
191,1.2777424294060744,14.648455307803019,15.571622912951
192,1.2812306979369905,14.645539972713294,15.584241379786338
193,1.2850402333306452,14.642607275786343,15.603091116586928
194,1.2921677816290107,14.639182517043594,15.565410992718295
195,1.3018267624857007,14.635019701227101,15.489839896123298
196,1.3126317800876566,14.630290473000173,15.425027255979128
197,1.3212382373993625,14.625583193205584,15.43707323991124
198,1.327397176155362,14.620988940987028,15.478687047806318
199,1.3314863399731638,14.617042808645003,15.550632229322416
200,1.335162817047147,14.613412678252235,15.575604978046076
201,1.339595791754302,14.609315897352003,15.528116101717902
202,1.3455611405054368,14.604635365380126,15.451604283879206
203,1.3520215674794633,14.600244846467891,15.46128854010092
204,1.3579516736735922,14.596104790064297,15.493360977798426
205,1.3634178574767553,14.591808201487371,15.479073490698493
206,1.3668206206191753,14.587932171944878,15.539936159000051
207,1.3684912886746134,14.584654546583053,15.609179392014328
208,1.3702010540163072,14.581743444365895,15.620603256598855
209,1.3734680854878758,14.578517010294652,15.562660386749688
210,1.3776456327939637,14.574887690299768,15.520735033673239
211,1.3826243675353456,14.571163477451597,15.49939913136798
212,1.3881372171519128,14.567394655774796,15.488585922933167
213,1.3928588735519036,14.563648002416615,15.512823121955817
214,1.396696336098271,14.559946485123833,15.546477015613666
215,1.4016940935218076,14.556491499311065,15.539186034423802
216,1.4094950374538153,14.55334503775602,15.511506592162647
217,1.4175939483982307,14.550237301727236,15.497116755465042
218,1.4244205210600724,14.547154146402137,15.511192255025097
219,1.431223362602292,14.544019170268339,15.51876088713466
220,1.4379174242948212,14.540909998485699,15.506648211613776
221,1.442284387430905,14.538322023801554,15.579482325287069
222,1.4457568570391786,14.53597962805171,15.62330442244674
223,1.4488993484824786,14.533945171435073,15.620470583377383
224,1.4513568632879268,14.532118418473809,15.626882746929729
225,1.4530509424860243,14.530508074813838,15.640881034243574
226,1.4538869508801961,14.529353312856289,15.681445436358391
227,1.4542801272794448,14.528533719297357,15.725869779177089
228,1.454392968253482,14.528296326971063,15.759550415229718
229,1.4544656360257007,14.528229696463933,15.76609904042725
230,1.45470819522705,14.527897582129565,15.740378159595465
231,1.4552845439082724,14.527340625647184,15.716029933405222
232,1.4564638719214762,14.526381158622423,15.693336367977654
233,1.458828891618193,14.524846778224672,15.65382111312353
234,1.4632747288251358,14.522660440234105,15.56316969564423
235,1.4714725240857893,14.519936022140914,15.466810129431288
236,1.4807142658974193,14.517149113275881,15.452237887602598
237,1.4890186373197234,14.514640283656094,15.49358946850485
238,1.49443058908023,14.512500340188982,15.572320646597742
239,1.4967787289371868,14.510621795735497,15.664224208879446
240,1.4980163773473292,14.509031973387785,15.705250659977017
241,1.499332293678481,14.507514168915087,15.686609405992217
242,1.5017292370984965,14.505810083566464,15.645457264275926
243,1.5067784769769013,14.503863306121618,15.583273001856286
244,1.5151261930787656,14.501609003211428,15.513124028632628
245,1.52221344975981,14.499448293817744,15.520624335059289
246,1.5294241992997353,14.49732011987571,15.5272458063839
247,1.535156377615016,14.495494594210841,15.59746346136421
248,1.5376393693820942,14.494161160004099,15.685712030579154
249,1.5394706681187456,14.492976455623412,15.701829384822886
250,1.5405377198954568,14.492088120916323,15.720620362614323
251,1.5409704934679453,14.491285774392997,15.753100856165748
252,1.5421607151222878,14.490129060935653,15.750198320286533
253,1.5446391482650248,14.488430120645845,15.674880796115566
254,1.5488819312513964,14.486199666077768,15.582238250997257
255,1.5537976565217504,14.483854902874171,15.592334117101656
256,1.5574591674523253,14.481743553212091,15.647224748143291
257,1.5613163166889334,14.479686383235947,15.666409812213844
258,1.5650275794320596,14.47754250491436,15.684887935632407
259,1.5677533423244197,14.475462951754883,15.694118459273884
260,1.569672287509873,14.473365272398624,15.684205600020793
261,1.5712675029867988,14.471409817338978,15.692442690619973
262,1.5722583645722523,14.469915140237129,15.761596531216027
263,1.5726570727975144,14.468527658731796,15.775334731671036
264,1.573163504571446,14.466987868980866,15.75419423197826
265,1.5739263368558603,14.465299507608519,15.73390449620852
266,1.575691765791497,14.46320765223189,15.678858552124199
267,1.5779517222997137,14.461255072291628,15.644643400882511
268,1.5791078100647244,14.459935302453014,15.680274249856097
269,1.5803623956861956,14.458727278895259,15.664360170675504
270,1.5837456826736196,14.45724388608705,15.621096608209609
271,1.5873814575747947,14.455833792122426,15.638501104415868
272,1.5897016883098536,14.454406793296718,15.646481668209187
273,1.5934837185679558,14.45262017745663,15.590088353376176
274,1.6008845294831024,14.450558563444275,15.538296141019115
275,1.608117234633107,14.448573270006493,15.56762628933639
276,1.615130992157923,14.446610182243822,15.57985619728834
